Tag,Date,Parameter Code,Values,Parameter Description,Units of Measurement,Media,Method,Lat,Long,Type
Z005106,8/18/81,61,0.18,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005107,10/29/81,61,3.1,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005108,2/24/82,61,8,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005109,4/14/82,61,8.8,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005110,8/11/82,61,6.2,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005111,11/16/82,61,0.25,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005112,2/24/83,61,17,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005113,5/26/83,61,3,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005114,8/24/83,61,0.14,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005115,11/15/83,61,0.8,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005116,2/22/84,61,4,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005117,5/23/84,61,3.7,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005118,8/20/84,61,0.9,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005119,11/12/84,61,8.5,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005120,2/13/85,61,11,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005121,5/8/85,61,39,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005122,8/21/85,61,20,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005124,2/26/86,61,28,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005125,4/23/86,61,19.5,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005126,7/10/86,61,12,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005127,11/6/86,61,60,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005128,2/25/87,61,40,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005129,5/28/87,61,64,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005130,8/5/87,61,37,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005131,11/19/87,61,0.83,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005132,1/21/88,61,25,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005133,5/5/88,61,38,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005134,8/22/88,61,35,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005135,12/19/88,61,20,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005136,6/14/89,61,15,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005162,7/18/90,61,2.29,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005137,7/25/90,61,0.32,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R010036,8/24/93,61,1.5,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R010057,10/28/93,61,1.5,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R010069,1/24/94,61,11,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R161066,4/19/94,61,9.2,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R168060,10/11/94,61,0.5,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R168098,2/22/95,61,1.6,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R168323,5/11/95,61,1.9,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R168385,8/8/95,61,4.7,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R168465,11/28/95,61,1.4,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R168514,1/24/96,61,2.5,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R170253,4/24/96,61,1.9,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R171049,7/16/96,61,11,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R172467,10/8/96,61,22.5,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R172479,12/10/96,61,17.5,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R173783,5/8/97,61,18.5,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R173967,5/21/97,61,3.2,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R176660,11/4/97,61,2.8,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10050,12/11/97,61,7.71,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R176932,1/12/98,61,6.7,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10062,1/27/98,61,14.9,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10066,2/24/98,61,14.62,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R179265,3/23/98,61,26.2,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10250,3/24/98,61,4060,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10251,4/22/98,61,23.3,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10255,5/27/98,61,11.29,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R179284,6/4/98,61,4.1,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10302,6/22/98,61,4.65,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R179310,7/22/98,61,2.4,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10312,7/30/98,61,4.54,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10333,8/26/98,61,2.19,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10334,9/24/98,61,1.56,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10357,10/27/98,61,1.39,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10388,11/16/98,61,0.9,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R184910,11/18/98,61,4.1,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R184974,1/13/99,61,4.7,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R185035,5/17/99,61,33.3,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R186104,8/11/99,61,5,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10572,9/14/99,61,1.76,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
U031271,10/6/99,61,1.51,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10578,10/11/99,61,1.25,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10583,11/9/99,61,2,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10588,12/7/99,61,3.6,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10593,1/10/00,61,3.2,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10614,2/8/00,61,3.8,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
U031272,2/17/00,61,3.98,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10634,3/7/00,61,5.2,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
U031273,3/21/00,61,4.67,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10669,4/10/00,61,6.9,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10690,5/9/00,61,5.1,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10710,6/12/00,61,6.4,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
U031274,6/27/00,61,8.87,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10715,7/10/00,61,3.2,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10721,8/9/00,61,1.2,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
U031275,8/24/00,61,0.94,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10727,9/12/00,61,0.85,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10732,10/9/00,61,0.98,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10750,11/7/00,61,5.4,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10743,12/4/00,61,2.24,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10796,1/9/01,61,2.85,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10804,2/13/01,61,6.77,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10839,3/13/01,61,6.84,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10846,4/3/01,61,6.3,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10854,5/8/01,61,3.7,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10861,6/11/01,61,1.6,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10868,7/10/01,61,1.3,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10876,8/7/01,61,1.8,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10884,9/18/01,61,2.7,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR10944,12/5/01,61,2.6,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11037,3/19/02,61,3.8,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11044,6/18/02,61,0.68,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R208614,11/13/02,61,0.7,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R209830,1/14/03,61,2.7,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R209906,4/8/03,61,1.6,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
R214983,7/14/03,61,2.2,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11213,9/10/03,61,0.5,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11221,12/8/03,61,0.68,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11229,3/17/04,61,2.6,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11237,6/16/04,61,1.9,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11243,9/8/04,61,1.4,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11244,9/8/04,61,0.7,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11251,12/8/04,61,4.6,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11252,12/8/04,61,4.6,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11260,3/16/05,61,4.6,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11267,6/22/05,61,2.9,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11276,9/21/05,61,1.5,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11554,12/14/05,61,2.9,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11555,12/14/05,61,2.9,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11610,3/22/06,61,1.9,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11620,6/21/06,61,0,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11621,6/21/06,61,0.6,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11722,9/13/06,61,0.3,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11723,9/13/06,61,4.8,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
RR11767,12/12/06,61,1,"FLOW  STREAM, INSTANTANEOUS (CUBIC FEET PER SEC)",CFS,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z004989,10/10/68,70,500,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z004990,11/13/68,70,28,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z004991,12/3/68,70,5,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z004992,1/8/69,70,12,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z004993,2/5/69,70,5,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z004994,3/18/69,70,7,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z004995,4/8/69,70,10,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z004996,6/5/69,70,3,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z004997,6/18/69,70,22,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z004998,7/29/69,70,1,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z004999,8/6/69,70,5,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005000,9/10/69,70,40,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005001,10/8/69,70,1,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005002,11/18/69,70,1,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005003,12/17/69,70,10,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005004,1/13/70,70,1,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005005,2/4/70,70,1,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005006,3/4/70,70,15,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005007,4/15/70,70,5,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005009,6/10/70,70,10,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005010,6/23/70,70,5,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005011,8/26/70,70,28,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005012,9/9/70,70,1,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005013,10/6/70,70,25,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005014,11/24/70,70,1,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005015,12/1/70,70,1,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005016,1/27/71,70,1,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005017,2/27/71,70,15,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005018,3/24/71,70,5,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005019,4/28/71,70,1,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005020,5/19/71,70,1,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
Z005021,6/9/71,70,2375,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
